pre	post	type	synapses
URBL	URXL	chemical	5
URBR	CEPDR	chemical	3
URBR	IL1R	chemical	2
URBR	OLQDR	electrical	2
URBR	OLQVR	electrical	4
URBR	RMHL	chemical	3
URBR	RMHR	chemical	1
URBR	SMBDL	chemical	2
URBR	URXR	chemical	8
URXL	ADAL	chemical	1
URXL	AUAL	chemical	8
URXL	AUAL	electrical	2
URXL	AVEL	chemical	2
URXL	AVHR	chemical	1
URXL	RIAL	chemical	6
URXL	RICL	chemical	2
URXL	RICR	chemical	1
URXL	RIGL	chemical	1
URXL	RMGL	electrical	2
URXR	AUAR	chemical	6
URXR	AUAR	electrical	2
URXR	AVER	chemical	2
URXR	RIAR	chemical	8
URXR	RICL	chemical	1
URXR	RICR	chemical	2
URXR	RIGR	chemical	1
URXR	RMGR	electrical	2
URXR	SMBDL	chemical	1
URYDL	AVER	chemical	1
URYDL	RIGL	electrical	4
URYDL	RMDDR	chemical	2
URYDL	RMDVL	chemical	2
URYDL	SMDDR	chemical	4
URYDR	AVAR	electrical	2
URYDR	AVEL	chemical	1
URYDR	RIGR	electrical	4
URYDR	RMDDL	chemical	3
URYDR	RMDVR	chemical	2
URYDR	SMDDL	chemical	1
URYVL	AVAR	electrical	2
URYVL	AVER	chemical	9
URYVL	AVER	electrical	2
URYVL	IL1VL	chemical	1
URYVL	RIBL	chemical	2
URYVL	RIGL	electrical	2
URYVL	RMDDL	chemical	9
URYVL	RMDVR	chemical	3
URYVL	SMDVR	chemical	5
URYVR	AVBL	chemical	1
URYVR	AVEL	chemical	3
URYVR	IL1VR	chemical	4
URYVR	OLLR	chemical	1
URYVR	RIBR	chemical	2
URYVR	RIGR	electrical	2
URYVR	RMDDR	chemical	6
URYVR	RMDL	chemical	1
URYVR	RMDVL	chemical	2
URYVR	RMEV	chemical	1
URYVR	SIBDR	chemical	1
URYVR	SMDVL	chemical	3
