pre	post	type	synapses
PQR	LUAR	chemical	1
PQR	PVNL	chemical	1
PQR	PVPL	electrical	4
PVCL	AS1	chemical	1
PVCL	AVAL	chemical	2
PVCL	AVAR	chemical	4
PVCL	AVBL	chemical	5
PVCL	AVBR	chemical	12
PVCL	AVDL	chemical	5
PVCL	AVDR	chemical	2
PVCL	AVEL	chemical	2
PVCL	AVER	chemical	1
PVCL	AVJL	chemical	3
PVCL	AVJR	chemical	1
PVCL	DA2	chemical	1
PVCL	DA5	chemical	1
PVCL	DA6	chemical	1
PVCL	DB2	chemical	3
PVCL	DB3	chemical	4
PVCL	DB4	chemical	3
PVCL	DB5	chemical	2
PVCL	DB6	chemical	2
PVCL	DB7	chemical	3
PVCL	DVA	chemical	4
PVCL	PVCR	chemical	2
PVCL	RID	chemical	5
PVCL	RIS	chemical	2
PVCL	SIBVL	chemical	2
PVCL	VB10	chemical	2
PVCL	VB11	chemical	1
PVCL	VB3	chemical	1
PVCL	VB4	chemical	1
PVCL	VB5	chemical	1
PVCL	VB6	chemical	2
PVCL	VB8	chemical	1
PVCR	AQR	chemical	1
PVCR	AS2	chemical	1
PVCR	AVAL	chemical	7
PVCR	AVAR	chemical	7
PVCR	AVBL	chemical	8
PVCR	AVBR	chemical	6
PVCR	AVDL	chemical	5
PVCR	AVDR	chemical	1
PVCR	AVEL	chemical	1
PVCR	AVER	chemical	1
PVCR	AVL	chemical	1
PVCR	DA9	chemical	1
PVCR	DB2	chemical	1
PVCR	DB3	chemical	3
PVCR	DB4	chemical	4
PVCR	DB5	chemical	1
PVCR	DB6	chemical	2
PVCR	DB7	chemical	1
PVCR	FLPL	chemical	1
PVCR	LUAR	chemical	1
PVCR	PDEL	chemical	1
PVCR	PVCL	chemical	3
PVCR	PVCL	electrical	5
PVCR	PVDL	chemical	1
PVCR	PVR	chemical	1
PVCR	PVWR	chemical	1
PVCR	RID	chemical	5
PVCR	SIBVR	chemical	2
PVCR	VB10	chemical	1
PVCR	VB4	chemical	3
PVCR	VB6	chemical	2
PVCR	VB7	chemical	3
PVCR	VB8	chemical	1
PVDL	AVAL	chemical	6
PVDL	AVAR	chemical	6
PVDL	DD5	chemical	1
PVDL	PVCL	chemical	1
PVDL	PVCR	chemical	6
PVDL	VD10	chemical	1
PVDR	AVAL	chemical	6
PVDR	AVAR	chemical	9
PVDR	DVA	chemical	3
PVDR	PVCL	chemical	13
PVDR	PVCR	chemical	10
PVDR	PVDL	chemical	1
PVDR	VA9	chemical	1
PVM	AVKL	chemical	11
PVM	AVM	chemical	1
PVM	DVA	chemical	3
PVM	PDEL	chemical	7
PVM	PDER	chemical	8
PVM	PDER	electrical	1
PVM	PVCL	chemical	2
PVM	PVR	chemical	1
PVNL	AVAL	chemical	2
PVNL	AVBR	chemical	1
PVNL	AVDL	chemical	3
PVNL	AVDR	chemical	3
PVNL	AVEL	chemical	1
PVNL	AVFR	chemical	1
PVNL	AVG	chemical	1
PVNL	AVJL	chemical	5
PVNL	AVJR	chemical	5
PVNL	AVL	chemical	2
PVNL	BDUL	chemical	2
PVNL	BDUR	chemical	2
PVNL	DD1	chemical	2
PVNL	LegacyBodyWallMuscles	chemical	3
PVNL	PQR	chemical	1
PVNL	PVCL	chemical	1
PVNL	PVNR	chemical	5
PVNL	PVT	chemical	1
PVNL	PVWL	chemical	1
PVNL	RIFL	chemical	1
PVNR	AVAL	chemical	4
PVNR	AVBL	chemical	1
PVNR	AVBR	chemical	2
PVNR	AVDR	chemical	1
PVNR	AVEL	chemical	3
PVNR	AVJL	chemical	4
PVNR	AVJR	chemical	1
PVNR	AVL	chemical	2
PVNR	BDUL	chemical	1
PVNR	BDUR	chemical	4
PVNR	DD3	chemical	1
PVNR	HSNR	chemical	1
PVNR	LegacyBodyWallMuscles	chemical	3
PVNR	PQR	chemical	2
PVNR	PVCL	chemical	1
PVNR	PVNL	chemical	1
PVNR	PVT	chemical	2
PVNR	PVWL	chemical	2
PVNR	VC2	chemical	2
PVNR	VC3	chemical	1
PVNR	VD12	chemical	1
PVNR	VD6	chemical	1
PVNR	VD7	chemical	1
PVPL	ADAL	chemical	1
PVPL	AQR	chemical	1
PVPL	AQR	electrical	7
PVPL	AVAL	chemical	2
PVPL	AVAR	chemical	2
PVPL	AVBL	chemical	5
PVPL	AVBR	chemical	6
PVPL	AVDR	chemical	2
PVPL	AVER	chemical	1
PVPL	AVHR	chemical	1
PVPL	PVCR	chemical	3
PVPL	PVPR	electrical	1
PVPL	RIGL	chemical	2
PVPR	ADFR	chemical	1
PVPR	AQR	chemical	2
PVPR	AQR	electrical	9
PVPR	ASHR	chemical	1
PVPR	AVAL	chemical	1
PVPR	AVAR	chemical	2
PVPR	AVBL	chemical	4
PVPR	AVBR	chemical	5
PVPR	AVHL	chemical	3
PVPR	AVL	chemical	4
PVPR	DD2	chemical	1
PVPR	DVC	chemical	2
PVPR	PVCL	chemical	4
PVPR	PVCR	chemical	7
PVPR	PVQR	chemical	1
PVPR	RIAR	chemical	2
PVPR	RIGR	chemical	1
PVPR	RIMR	chemical	1
PVPR	RMGR	chemical	1
PVQL	ADAL	electrical	1
PVQL	AIAL	chemical	6
PVQL	ASJL	chemical	1
PVQL	ASKL	chemical	4
PVQL	ASKL	electrical	5
PVQL	HSNL	chemical	2
PVQL	PVQR	electrical	2
PVQL	RMGL	chemical	1
PVQR	AIAR	chemical	7
PVQR	ASER	chemical	1
PVQR	ASKR	chemical	4
PVQR	AVBL	chemical	1
PVQR	AVFL	electrical	1
PVQR	AVFR	chemical	1
PVQR	AVL	chemical	1
PVQR	AWAR	chemical	2
PVQR	DD1	chemical	1
PVQR	DVC	chemical	1
PVQR	HSNR	chemical	1
PVQR	PVNL	electrical	1
PVQR	PVT	chemical	1
PVQR	RIFR	chemical	1
PVQR	VD1	chemical	1
PVR	ADAL	chemical	1
PVR	AS6	chemical	1
PVR	AVBL	chemical	4
PVR	AVBR	chemical	4
PVR	AVJL	chemical	3
PVR	AVJR	chemical	2
PVR	AVKL	chemical	1
PVR	DA9	chemical	1
PVR	DB2	chemical	1
PVR	DB3	chemical	1
PVR	DVA	chemical	1
PVR	IL1DL	chemical	1
PVR	IL1DR	chemical	1
PVR	IL1VL	chemical	1
PVR	IL1VR	chemical	1
PVR	LUAL	electrical	1
PVR	LUAR	electrical	1
PVR	PDEL	chemical	1
PVR	PDER	chemical	1
PVR	PVCR	chemical	1
PVR	RIPL	chemical	3
PVR	RIPR	chemical	3
PVR	SABD	chemical	1
PVR	URADL	chemical	1
PVT	AIBL	chemical	2
PVT	AIBL	electrical	1
PVT	AIBR	chemical	4
PVT	AIBR	electrical	1
PVT	AVKL	chemical	7
PVT	AVKL	electrical	2
PVT	AVKR	chemical	7
PVT	AVL	chemical	2
PVT	DVC	chemical	2
PVT	PVPL	electrical	1
PVT	RIGL	chemical	2
PVT	RIGR	chemical	3
PVT	RIH	chemical	1
PVT	RMEV	chemical	1
PVT	RMFL	chemical	2
PVT	RMFR	chemical	3
PVT	SMBDR	chemical	1
PVWL	AVJL	chemical	1
PVWL	PVCR	electrical	2
PVWL	PVT	chemical	2
PVWL	PVWR	chemical	1
PVWL	VA12	chemical	1
PVWR	AVAR	chemical	1
PVWR	AVDR	chemical	1
PVWR	PVCR	chemical	1
PVWR	PVCR	electrical	1
PVWR	PVT	chemical	1
PVWR	VA12	chemical	1
RIAL	CEPVL	chemical	1
RIAL	RIAR	chemical	1
RIAL	RIVL	chemical	2
RIAL	RIVR	chemical	4
RIAL	RMDDL	chemical	12
RIAL	RMDDR	chemical	7
RIAL	RMDL	chemical	6
RIAL	RMDR	chemical	6
RIAL	RMDVL	chemical	9
RIAL	RMDVR	chemical	11
RIAL	SIADL	chemical	2
RIAL	SMDDL	chemical	8
RIAL	SMDDR	chemical	10
RIAL	SMDVL	chemical	6
RIAL	SMDVR	chemical	11
RIAR	CEPVR	chemical	1
RIAR	IL1R	chemical	1
RIAR	RIAL	chemical	4
RIAR	RIVL	chemical	1
RIAR	RMDDL	chemical	10
RIAR	RMDDR	chemical	11
RIAR	RMDL	chemical	3
RIAR	RMDR	chemical	8
RIAR	RMDVL	chemical	12
RIAR	RMDVR	chemical	10
RIAR	SAADR	chemical	1
RIAR	SIADL	chemical	1
RIAR	SIADR	chemical	1
RIAR	SIAVL	chemical	1
RIAR	SMDDL	chemical	7
RIAR	SMDDR	chemical	7
RIAR	SMDVL	chemical	13
RIAR	SMDVR	chemical	7
RIBL	AIBR	chemical	2
RIBL	AUAL	chemical	1
RIBL	AVAL	chemical	2
RIBL	AVBL	electrical	1
RIBL	AVBR	chemical	1
RIBL	AVBR	electrical	1
RIBL	AVDR	chemical	1
RIBL	AVEL	chemical	2
RIBL	AVER	chemical	5
RIBL	BAGR	chemical	1
RIBL	OLQDL	electrical	2
RIBL	OLQVL	electrical	1
RIBL	PVT	electrical	1
RIBL	RIAL	chemical	3
RIBL	RIBL	electrical	1
RIBL	RIGL	electrical	1
RIBL	SIADL	electrical	1
RIBL	SIAVL	electrical	1
RIBL	SIBDL	electrical	1
RIBL	SIBVL	electrical	1
RIBL	SIBVR	electrical	1
RIBL	SMBDL	electrical	1
RIBL	SMDDL	electrical	1
RIBL	SMDVR	chemical	2
RIBL	SMDVR	electrical	2
RIBR	AIBL	chemical	2
RIBR	AIZR	chemical	1
RIBR	AVAR	chemical	2
RIBR	AVBL	electrical	1
RIBR	AVBR	electrical	1
RIBR	AVEL	chemical	3
RIBR	AVER	chemical	2
RIBR	BAGL	chemical	2
RIBR	OLQDR	electrical	2
RIBR	OLQVR	electrical	1
RIBR	PVT	electrical	1
RIBR	RIAR	chemical	2
RIBR	RIBL	electrical	3
RIBR	RIBR	electrical	1
RIBR	RIGR	chemical	1
RIBR	RIGR	electrical	1
RIBR	RIH	chemical	1
RIBR	SIADR	electrical	1
RIBR	SIAVR	electrical	1
RIBR	SIBDR	electrical	1
RIBR	SIBVR	electrical	1
RIBR	SMBDR	electrical	1
RIBR	SMDDL	chemical	1
RIBR	SMDDL	electrical	1
RIBR	SMDDR	electrical	1
RIBR	SMDVL	electrical	2
RICL	ADAR	chemical	1
RICL	ASHL	electrical	2
RICL	AVAL	chemical	5
RICL	AVAR	chemical	6
RICL	AVKL	electrical	1
RICL	AVKR	chemical	1
RICL	AVKR	electrical	1
RICL	RIML	chemical	1
RICL	RIMR	chemical	3
RICL	RIVR	chemical	1
RICL	RMFR	chemical	1
RICL	SMBDL	chemical	2
RICL	SMDDL	chemical	3
RICL	SMDDR	chemical	3
RICL	SMDVR	chemical	1
RICR	ADAR	chemical	1
RICR	ASHR	electrical	2
RICR	AVAL	chemical	5
RICR	AVAR	chemical	5
RICR	AVKL	electrical	1
RICR	SMBDR	chemical	1
RICR	SMDDL	chemical	4
RICR	SMDDR	chemical	3
RICR	SMDVL	chemical	2
RICR	SMDVR	chemical	1
RID	ALA	electrical	1
RID	AS2	chemical	1
RID	AVBL	electrical	1
RID	AVBR	electrical	2
RID	DA6	chemical	3
RID	DA9	electrical	1
RID	DD1	chemical	4
RID	DD2	chemical	4
RID	DD3	chemical	3
RID	LegacyBodyWallMuscles	chemical	3
RID	PDB	electrical	2
RID	RID	electrical	1
RID	VD13	chemical	1
RID	VD5	chemical	2
RIFL	ALML	chemical	2
RIFL	AVBL	chemical	10
RIFL	AVBR	chemical	1
RIFL	AVG	electrical	1
RIFL	AVHR	chemical	1
RIFL	AVJR	chemical	2
RIFL	PVPL	chemical	3
RIFL	RIML	chemical	4
RIFR	ASHR	chemical	2
RIFR	AVBL	chemical	1
RIFR	AVBR	chemical	17
RIFR	AVFL	chemical	1
RIFR	AVG	electrical	1
RIFR	AVHL	chemical	1
RIFR	AVJL	chemical	1
RIFR	AVJR	chemical	2
RIFR	HSNR	chemical	1
RIFR	PVCL	chemical	1
RIFR	PVCR	chemical	1
RIFR	PVPR	chemical	4
RIFR	RIMR	chemical	4
RIFR	RIPR	chemical	1
RIGL	AIBR	electrical	3
RIGL	AIZR	chemical	1
RIGL	ALNL	chemical	1
RIGL	AQR	electrical	2
RIGL	AVEL	chemical	2
RIGL	AVER	chemical	1
RIGL	AVKL	electrical	1
RIGL	AVKR	chemical	2
RIGL	BAGR	chemical	1
RIGL	DVC	chemical	1
RIGL	RIBL	chemical	1
RIGL	RIGR	electrical	3
RIGL	RIR	chemical	2
RIGL	RMFL	chemical	1
RIGL	RMHR	chemical	3
RIGL	VB2	electrical	1
RIGR	AIBL	electrical	3
RIGR	ALNR	chemical	1
RIGR	AQR	electrical	1
RIGR	AVER	chemical	2
RIGR	AVKL	chemical	4
RIGR	AVKR	chemical	1
RIGR	AVKR	electrical	1
RIGR	BAGL	electrical	1
RIGR	RIBR	chemical	1
RIGR	RIR	chemical	1
RIGR	RMHL	chemical	4
RIH	ADFR	chemical	1
RIH	AIZL	chemical	4
RIH	AIZR	chemical	4
RIH	AUAR	chemical	1
RIH	BAGR	chemical	1
RIH	CEPDL	chemical	1
RIH	CEPDL	electrical	1
RIH	CEPDR	chemical	1
RIH	CEPDR	electrical	1
RIH	CEPVL	chemical	1
RIH	CEPVR	chemical	2
RIH	FLPL	electrical	1
RIH	IL2L	chemical	2
RIH	IL2R	chemical	1
RIH	OLQDL	chemical	4
RIH	OLQDR	chemical	2
RIH	OLQDR	electrical	1
RIH	OLQVL	chemical	1
RIH	OLQVR	chemical	6
RIH	RIAL	chemical	11
RIH	RIAR	chemical	8
RIH	RIBL	chemical	5
RIH	RIBR	chemical	4
RIH	RIPL	chemical	5
RIH	RIPR	chemical	6
RIH	RMER	chemical	2
RIH	RMEV	chemical	1
RIH	URYVR	chemical	1
RIML	AIBR	electrical	1
RIML	AVAL	chemical	1
RIML	AVBL	chemical	2
RIML	AVBR	chemical	3
RIML	AVEL	electrical	2
RIML	AVER	electrical	3
RIML	LegacyBodyWallMuscles	chemical	4
RIML	RIBL	chemical	1
RIML	RMDL	chemical	1
RIML	RMDR	chemical	1
RIML	RMFR	chemical	1
RIML	SAADR	chemical	1
RIML	SAAVL	chemical	3
RIML	SAAVR	chemical	2
RIML	SMDDR	chemical	5
RIML	SMDVL	chemical	1
RIMR	ADAR	chemical	1
RIMR	AIBL	chemical	4
RIMR	AIBL	electrical	1
RIMR	AVAL	chemical	2
RIMR	AVBL	chemical	2
RIMR	AVBR	chemical	5
RIMR	AVEL	electrical	3
RIMR	AVER	electrical	2
RIMR	AVJL	chemical	1
RIMR	AVKL	chemical	1
RIMR	LegacyBodyWallMuscles	chemical	4
RIMR	RIBR	chemical	1
RIMR	RIS	chemical	1
RIMR	RMDL	chemical	3
RIMR	RMDR	chemical	1
RIMR	RMFL	chemical	1
RIMR	RMFR	chemical	1
RIMR	SAAVL	chemical	3
RIMR	SAAVR	chemical	3
RIMR	SMDDL	chemical	2
RIMR	SMDDR	chemical	4
RIPL	OLQDL	chemical	1
RIPL	OLQDR	chemical	1
RIPR	I1L	electrical	1
RIPR	OLQDL	chemical	1
RIPR	OLQDR	chemical	1
RIR	AFDR	chemical	1
RIR	AIZL	chemical	6
RIR	AIZR	chemical	5
RIR	AUAL	chemical	1
RIR	AWBR	chemical	1
RIR	BAGR	chemical	1
RIR	DVA	chemical	2
RIR	HSNL	chemical	1
RIR	PVPL	chemical	1
RIR	RIAL	chemical	5
RIR	RIAR	chemical	1
RIR	RIGL	chemical	1
RIR	URXL	chemical	5
RIR	URXR	chemical	2
RIS	AIBR	electrical	1
RIS	AVEL	chemical	7
RIS	AVER	chemical	7
RIS	AVJL	electrical	1
RIS	AVKL	chemical	1
RIS	AVKR	chemical	4
RIS	AVL	chemical	2
RIS	CEPDR	chemical	1
RIS	CEPVL	chemical	2
RIS	CEPVR	chemical	1
RIS	OLLR	chemical	1
RIS	RIBL	chemical	3
RIS	RIBR	chemical	5
RIS	RIML	chemical	1
RIS	RIML	electrical	1
RIS	RIMR	chemical	4
RIS	RIMR	electrical	1
RIS	RMDDL	chemical	1
RIS	RMDL	chemical	2
RIS	RMDR	chemical	4
RIS	SMDDL	electrical	1
RIS	SMDDR	chemical	2
RIS	SMDDR	electrical	1
RIS	SMDVL	electrical	1
RIS	SMDVR	chemical	1
RIS	URYVR	chemical	1
RIVL	AIBL	electrical	1
RIVL	LegacyBodyWallMuscles	chemical	4
RIVL	RIAL	chemical	1
RIVL	RIAR	chemical	1
RIVL	RIVR	electrical	2
RIVL	RMDL	chemical	2
RIVL	SAADR	chemical	3
RIVL	SDQR	electrical	2
RIVL	SIAVR	chemical	2
RIVL	SMDDR	chemical	1
RIVR	AIBR	electrical	1
RIVR	LegacyBodyWallMuscles	chemical	5
RIVR	RIAL	chemical	2
RIVR	RIAR	chemical	2
RIVR	RMDDL	chemical	1
RIVR	RMDR	chemical	1
RIVR	RMDVR	chemical	1
RIVR	RMEV	chemical	1
RIVR	SAADL	chemical	2
RIVR	SDQR	electrical	2
RIVR	SIAVL	chemical	2
RIVR	SMDDL	chemical	2
RIVR	SMDVR	chemical	2
RMDDL	LegacyBodyWallMuscles	chemical	8
RMDDL	RMDL	electrical	1
RMDDL	RMDVL	electrical	1
RMDDL	RMDVR	chemical	7
RMDDR	LegacyBodyWallMuscles	chemical	10
RMDDR	OLQVR	electrical	1
RMDDR	RMDVL	chemical	12
RMDDR	RMDVR	electrical	1
RMDDR	SAADR	electrical	1
RMDDR	SMDDR	electrical	1
RMDDR	URYDL	chemical	1
RMDL	LegacyBodyWallMuscles	chemical	11
RMDL	OLLR	chemical	2
RMDL	RIAL	chemical	4
RMDL	RIAR	chemical	3
RMDL	RMDDR	chemical	1
RMDL	RMDR	chemical	3
RMDL	RMDVL	electrical	1
RMDL	RMER	chemical	1
RMDL	RMFL	chemical	1
RMDR	AVKL	chemical	1
RMDR	LegacyBodyWallMuscles	chemical	4
RMDR	RIAL	chemical	3
RMDR	RIAR	chemical	7
RMDR	RIMR	chemical	2
RMDR	RIS	chemical	1
RMDR	RMDDL	chemical	1
RMDR	RMDL	chemical	1
RMDR	RMDVR	electrical	1
RMDVL	LegacyBodyWallMuscles	chemical	9
RMDVL	RMDDR	chemical	6
RMDVR	LegacyBodyWallMuscles	chemical	9
RMDVR	RMDDL	chemical	4
RMDVR	RMDVL	electrical	1
RMDVR	SIBDR	chemical	1
RMDVR	SIBVR	chemical	1
RMED	GLRDL	electrical	1
RMED	IL1VL	electrical	1
RMED	LegacyBodyWallMuscles	chemical	10
RMED	RIBL	chemical	1
RMED	RIBR	chemical	1
RMED	RIPL	electrical	1
RMED	RIPR	electrical	1
RMEL	GLRL	electrical	1
RMEL	LegacyBodyWallMuscles	chemical	12
RMEL	RIGL	electrical	1
RMER	GLRR	electrical	1
RMER	LegacyBodyWallMuscles	chemical	15
RMER	RMEV	electrical	1
RMEV	AVEL	electrical	1
RMEV	AVER	electrical	1
RMEV	GLRVL	electrical	1
RMEV	IL1DR	electrical	1
RMEV	LegacyBodyWallMuscles	chemical	5
RMEV	RMED	electrical	2
RMEV	RMEL	electrical	1
RMEV	SMDDR	chemical	1
RMFL	AVKL	chemical	4
RMFL	AVKR	chemical	4
RMFL	LegacyBodyWallMuscles	chemical	3
RMFL	PVT	chemical	1
RMFL	RIGR	chemical	1
RMFL	RMDR	chemical	3
RMFL	RMGR	chemical	1
RMFR	AVKL	chemical	3
RMFR	AVKR	chemical	3
RMFR	RMDL	chemical	2
RMGL	ADAL	chemical	1
RMGL	AIBR	chemical	1
RMGL	ALML	chemical	1
RMGL	ALNL	chemical	1
RMGL	ASHL	chemical	1
RMGL	ASHL	electrical	1
RMGL	AVAL	chemical	1
RMGL	AVBR	chemical	2
RMGL	AVEL	chemical	2
RMGL	CEPDL	chemical	1
RMGL	LegacyBodyWallMuscles	chemical	4
RMGL	RID	chemical	1
RMGL	RMDL	chemical	1
RMGL	RMDR	chemical	3
RMGL	RMDVL	chemical	3
RMGL	RMHL	electrical	3
RMGL	RMHR	chemical	1
RMGL	SIAVL	chemical	1
RMGL	SIBVL	chemical	2
RMGL	SIBVR	chemical	1
RMGL	SMBVL	chemical	2
RMGL	URXL	chemical	1
RMGR	ADAR	chemical	1
RMGR	AIMR	chemical	1
RMGR	ALNR	chemical	1
RMGR	ASHR	chemical	1
RMGR	ASHR	electrical	1
RMGR	AVAR	chemical	1
RMGR	AVBR	chemical	1
RMGR	AVDL	chemical	1
RMGR	AVER	chemical	3
RMGR	AVJL	chemical	1
RMGR	LegacyBodyWallMuscles	chemical	3
RMGR	RIR	chemical	1
RMGR	RMDL	chemical	4
RMGR	RMDR	chemical	2
RMGR	RMDVR	chemical	5
RMGR	URXR	chemical	1
RMHL	LegacyBodyWallMuscles	chemical	8
RMHL	RMDR	chemical	1
RMHR	LegacyBodyWallMuscles	chemical	7
RMHR	RMER	chemical	1
RMHR	RMGL	chemical	1
RMHR	RMGR	electrical	1
SAADL	AIBL	chemical	1
SAADL	AVAL	chemical	6
SAADL	RIML	chemical	3
SAADL	RIMR	chemical	6
SAADL	RMGR	chemical	1
SAADL	SMBDL	electrical	1
SAADR	AIBR	chemical	1
SAADR	AVAR	chemical	3
SAADR	OLLL	chemical	1
SAADR	RIML	chemical	4
SAADR	RIMR	chemical	5
SAADR	RMFL	chemical	1
SAADR	RMGL	chemical	1
SAAVL	AIBL	chemical	1
SAAVL	ALNL	chemical	1
SAAVL	AVAL	chemical	17
SAAVL	OLLR	chemical	1
SAAVL	RIML	chemical	2
SAAVL	RIMR	chemical	12
SAAVL	RMDVL	electrical	1
SAAVL	RMFR	chemical	2
SAAVL	SMBVR	electrical	3
SAAVL	SMDDR	chemical	8
SAAVR	AVAR	chemical	13
SAAVR	RIML	chemical	5
SAAVR	RIMR	chemical	2
SAAVR	RMDVR	electrical	1
SAAVR	SMBVL	electrical	2
SAAVR	SMDDL	chemical	6
SABD	VA2	chemical	1
SABVL	DA1	electrical	2
SABVL	DA2	electrical	1
SABVR	DA1	electrical	3
SDQL	AIBR	chemical	1
SDQL	ALML	chemical	1
SDQL	AVAL	chemical	2
SDQL	AVAR	chemical	3
SDQL	AVEL	chemical	1
SDQL	FLPL	chemical	1
SDQL	RICR	chemical	1
SDQL	RIS	chemical	3
SDQL	RMFL	chemical	1
SDQL	SDQR	electrical	1
SDQR	ADLL	chemical	1
SDQR	AIBL	chemical	2
SDQR	AVAL	chemical	2
SDQR	AVBL	chemical	6
SDQR	AVBR	chemical	4
SDQR	DVA	chemical	3
SDQR	RICR	chemical	1
SDQR	RMHL	chemical	2
SDQR	RMHR	chemical	1
SIBDL	SIBVL	electrical	1
SIBDR	AIML	electrical	1
SIBVL	SDQR	electrical	1
SIBVR	RMHL	electrical	1
SIBVR	SIBDR	electrical	1
SMBDL	AVAR	chemical	1
SMBDL	AVKL	electrical	1
SMBDL	AVKR	electrical	1
SMBDL	LegacyBodyWallMuscles	chemical	8
SMBDL	RMED	chemical	3
SMBDL	SAAVR	chemical	2
SMBDR	AVAL	chemical	1
SMBDR	AVKL	electrical	1
SMBDR	AVKR	electrical	2
SMBDR	LegacyBodyWallMuscles	chemical	10
SMBDR	RMED	chemical	4
SMBDR	SAAVL	chemical	3
SMBVL	LegacyBodyWallMuscles	chemical	6
SMBVL	PLNL	chemical	1
SMBVL	RMEV	chemical	5
SMBVL	SAADL	chemical	3
SMBVR	LegacyBodyWallMuscles	chemical	6
SMBVR	RMEV	chemical	3
SMBVR	SAADR	chemical	4
SMDDL	LegacyBodyWallMuscles	chemical	5
SMDDL	RIAL	chemical	1
SMDDL	RIAR	chemical	2
SMDDL	RMDDL	electrical	1
SMDDL	SMDVR	chemical	2
SMDDR	LegacyBodyWallMuscles	chemical	3
SMDDR	RIAL	chemical	2
SMDDR	RIAR	chemical	1
SMDDR	VD1	electrical	1
SMDVL	LegacyBodyWallMuscles	chemical	3
SMDVL	PVR	chemical	1
SMDVL	RIAL	chemical	3
SMDVL	RIAR	chemical	8
SMDVL	RIVL	chemical	1
SMDVL	RIVL	electrical	1
SMDVL	RMDDR	chemical	1
SMDVL	RMDVL	electrical	1
SMDVL	SMDDR	chemical	4
SMDVR	LegacyBodyWallMuscles	chemical	4
SMDVR	RIAL	chemical	7
SMDVR	RIAR	chemical	5
SMDVR	RIVR	chemical	1
SMDVR	RIVR	electrical	2
SMDVR	RMDDL	chemical	2
SMDVR	RMDVR	electrical	1
SMDVR	SMDDL	chemical	2
SMDVR	SMDVL	electrical	1
SMDVR	VB1	electrical	1
URADL	IL1DL	chemical	2
URADL	LegacyBodyWallMuscles	chemical	6
URADL	RIPL	chemical	3
URADL	RMEL	chemical	1
URADR	IL1DR	chemical	1
URADR	LegacyBodyWallMuscles	chemical	7
URADR	RIPR	chemical	3
URADR	RMDVR	chemical	1
URADR	RMED	chemical	1
URADR	RMER	chemical	1
URADR	URYDR	chemical	1
URAVL	LegacyBodyWallMuscles	chemical	9
URAVL	RIPL	chemical	3
URAVL	RMEL	chemical	1
URAVL	RMER	chemical	1
URAVL	RMEV	chemical	2
URAVR	IL1R	chemical	1
URAVR	LegacyBodyWallMuscles	chemical	8
URAVR	RIPR	chemical	3
URAVR	RMDVL	chemical	1
URAVR	RMER	chemical	2
URAVR	RMEV	chemical	2
URBL	AVBL	chemical	1
URBL	CEPDL	chemical	1
URBL	IL1L	chemical	1
URBL	RICR	chemical	1
URBL	RMDDR	chemical	1
URBL	SIAVL	chemical	1
URBL	SMBDR	chemical	1
URBL	URXL	chemical	4
URBR	ADAR	chemical	1
URBR	AVBR	chemical	1
URBR	CEPDR	chemical	1
URBR	IL1R	chemical	3
URBR	IL2R	chemical	1
URBR	OLQDR	electrical	1
URBR	OLQVR	electrical	1
URBR	RICR	chemical	1
URBR	RMDL	chemical	1
URBR	RMDR	chemical	1
URBR	RMFL	electrical	1
URBR	SIAVR	chemical	2
URBR	SMBDL	chemical	1
URBR	URXR	chemical	6
URXL	ASHL	chemical	1
URXL	AUAL	chemical	5
URXL	AVBL	chemical	1
URXL	AVEL	chemical	4
URXL	AVJR	chemical	1
URXL	RIAL	chemical	8
URXL	RICL	chemical	1
URXL	RIGL	chemical	3
URXL	RMGL	chemical	2
URXL	RMGL	electrical	1
URXR	AUAR	chemical	4
URXR	AVBL	chemical	1
URXR	AVBR	chemical	2
URXR	AVER	chemical	2
URXR	OLQVR	chemical	1
URXR	RIAR	chemical	3
URXR	RIGR	chemical	2
URXR	RIPR	chemical	3
URXR	RMDR	chemical	1
URXR	RMGR	chemical	1
URXR	RMGR	electrical	1
URXR	SIAVR	chemical	1
URYDL	AVAL	electrical	1
URYDL	AVER	chemical	2
URYDL	RIBL	chemical	1
URYDL	RIGL	electrical	1
URYDL	RMDDR	chemical	4
URYDL	RMDVL	chemical	6
URYDL	SMDDL	chemical	1
URYDL	SMDDR	chemical	2
URYDR	AVEL	chemical	2
URYDR	AVER	chemical	2
URYDR	RIBR	chemical	1
URYDR	RIGR	electrical	1
URYDR	RMDDL	chemical	3
URYDR	RMDVR	chemical	5
URYDR	SMDDL	chemical	4
URYVL	AVBR	chemical	1
URYVL	AVER	chemical	5
URYVL	IL1VL	chemical	1
URYVL	RIAL	chemical	1
URYVL	RIBL	chemical	2
URYVL	RIGL	electrical	1
URYVL	RIH	chemical	1
URYVL	RIS	chemical	1
URYVL	RMDDL	chemical	4
URYVL	RMDVR	chemical	2
URYVL	SIBVR	chemical	1
URYVL	SMDVR	chemical	4
URYVR	AVAL	chemical	1
URYVR	AVEL	chemical	6
URYVR	IL1VR	chemical	1
URYVR	RIAR	chemical	1
URYVR	RIBR	chemical	1
URYVR	RIGR	electrical	1
URYVR	RMDDR	chemical	6
URYVR	RMDVL	chemical	4
URYVR	SIBDR	chemical	1
URYVR	SIBVL	chemical	1
URYVR	SMDVL	chemical	3
VA1	AVAL	electrical	3
VA1	DA2	electrical	2
VA1	DD1	chemical	9
